kind,code,SuperClassCode,currency,definition,fdacode,fdaterm,imdrfcode,imdrfterm,inclusion,preferred,pronunciation,report,termlevel
layer3,E01-a0036,E01-a0034,Y,本来接続相手でない部位同士（コネクタなど）を接続してしまうこと,1399,Misconnection,A1206,,,誤接続,ごせつぞく,report,L2
layer3,E01-a0037,E01-a0034,Y,本来の穿刺部位でないところを誤って刺してしまうこと,-,-,A2303,,針刺し,誤穿刺,はりさし,report,L2
layer3,E01-a0038,E01-a0034,Y,本来の留置位置でない部位に意図せず挿管もしくは挿入してしまうこと,1158,Failure to Deploy,A150202,,,誤挿入,ごそうにゅう,report,L2
layer1,E01_PatientProblem,E01,,,,,,,,,,,
layer2,E01-e0039,E01_PatientProblem,Y,,,,,,,アレルギー症状,あれるぎーしょうじょう,not report,L1
layer3,E01-e0040,E01-e0039,Y,反応性が変化した状態で、身体が過度の免疫反応を伴って外来物質に反応すること,1907,Hypersensitivity,E0402,,,過敏症,かびんしょう,report,L2
layer3,E01-e0041,E01-e0039,Y,血圧が下がって、死にそうになること,2072,Shock,E2336,,,ショック,しょっく,report,L2
layer3,E01-e0042,E01-e0039,Y,通常は一過性であり、真皮上層に及ぶ血管反応。毛細血管の拡張および透過性の増加による局所性の浮腫が表れたもので、膨疹の発現を特徴とする,2278,Urticaria,E172006,,,蕁麻疹,じんましん,report,L2
layer3,E01-e0043,E01-e0039,Y,喘息に似た症状,-,-,E0706,,,喘息様症状,ぜんそくようしょうじょう,report,L2
layer3,E01-e0044,E01-e0039,Y,皮膚や粘膜が充血して赤くなること,2443,Skin Inflammation,E1720,,,発赤,ほっせき,report,L2
layer2,E01-e0045,E01_PatientProblem,Y,,,,,,,炎症症状,えんしょうしょうじょう,not report,L1
layer3,E01-e0046,E01-e0045,Y,生体が何らかの有害な刺激を受けた時に免疫応答が働き、それによって生体に出現した症候のこと。発赤、疼痛、熱感を除く,1932,Inflammation,E2326,,,炎症,えんしょう,report,L2
layer3,E01-e0047,E01-e0045,Y,気管および気管支粘膜の炎症,1752,Bronchitis,E0708,,,気管支炎,きかんしえん,report,L2
layer3,E01-e0048,E01-e0045,Y,声帯及びその周辺の異常によって生じる音声の異常,-,-,E0131,,しわがれ声,嗄声,しわがれごえ,report,L2
layer3,E01-e0049,E01-e0045,Y,肺に起こる炎症の総称。細菌やウイルスに侵された状態のこと。硬化を伴うものも含む,2011,Pneumonia,E0733,,,肺炎,はいえん,report,L2
layer2,E01-e0050,E01_PatientProblem,Y,,,,,,,感染症状,かんせんしょうじょう,not report,L1
layer3,E01-e0051,E01-e0050,Y,微生物が、体内に侵入・定着した状態,1930,Infection,E1906,,感染症,感染,かんせんしょう,report,L2
layer3,E01-e0052,E01-e0050,Y,血液の中を検出可能な量の細菌が流れている状態のこと。(敗血症を発症している場合は、敗血症を選択すること),1930,Infection,E2205,,,菌血症,きんけつしょう,report,L2
layer3,E01-e0053,E01-e0050,Y,感染によって全身に炎症が及んだもの。感染による全身炎症反応症候群,2067,Sepsis,E0306,,,敗血症,はいけつしょう,report,L2
layer3,E01-e0054,E01-e0050,Y,体温が正常値を超えて上昇すること,1858,Fever,E230101,,高熱,発熱,こうねつ,report,L2
layer2,E01-e0055,E01_PatientProblem,Y,,,,,,,機能性障害,きのうせいしょうがい,not report,L1
layer3,E01-e0056,E01-e0055,Y,呼吸負荷が呼吸運動をになう筋の筋力によって、もはや支えられないときに生じるPaCO2の上昇（高炭酸ガス血症）,1916,Hypoventilation,E0725,,,換気不全,かんきふぜん,report,L2
layer3,E01-e0057,E01-e0055,Y,胸腔内で気体が肺を圧迫し、肺が外気を取り込めなくなった状態のこと,2012,Pneumothorax,E0734,,,気胸,ききょう,report,L2
layer3,E01-e0058,E01-e0055,Y,通常のその人の正常血圧値から大きく血圧が下がること,1914,Hypoteision,E2321,,,血圧低下,けつあつていか,report,L2
layer3,E01-e0059,E01-e0055,Y,外傷、熱傷、気管切開の後遺症や先天的な障害により、呼吸の通路である喉頭の内腔が狭くなること,-,-,E2337,,,喉頭狭窄,こうとうきょうさく,report,L2
layer3,E01-e0060,E01-e0055,Y,吸入性の吸引で液体または異物が気道に入ること,-,-,E0704,,,誤嚥,ごえん,report,L2
layer3,E01-e0061,E01-e0055,Y,呼吸する という生理的運動に際して、苦しさや努力感などの自覚症状を有する状態,2484,Respiratory failure,E0717,,起座呼吸,呼吸困難,きざこきゅう,report,L2
layer3,E01-e0062,E01-e0055,Y,動脈の酸素圧が異常に低いか、二酸化炭素圧が異常に高い持続的状態を指す,2484,Respiratory failure,E0742,,,呼吸不全,こきゅうふぜん,report,L2
layer2,E01-e0063,E01_PatientProblem,Y,,,,,,,組織・器官損傷,そしき・きかんそんしょう,not report,L1
layer3,E01-e0064,E01-e0063,Y,1つ以上の細胞、または組織や臓器の一部の病理学的な死のこと。不可逆的な障害により生じる,1971,Necrosis,E2327,,,壊死,えし,report,L2
layer3,E01-e0065,E01-e0063,Y,局所性の欠損、または臓器や組織の表面の陥凹を指す。炎症性壊死組織の脱落により生じる,2116,Ulceration,E2339,,,潰瘍,かいよう,report,L2
layer3,E01-e0066,E01-e0063,Y,血管から血液の全成分が出ることを指す,1841,Exsanguination,E0506,,失血,出血,しっけつ,report,L2
layer3,E01-e0067,E01-e0063,Y,何らかの作用によって血管、組織等に穴があくこと,2135,"Vessels, Perforation Of",E2114,,穿通,穿孔,せんつう,report,L2
layer3,E01-e0068,E01-e0063,Y,血管、組織等が傷つくこと。挫滅を除く,2348,Injury,E2014,,外傷,損傷,がいしょう,report,L2
layer2,E01-e0069,E01_PatientProblem,Y,,,,,,,反射症状,はんしゃしょうじょう,not report,L1
layer3,E01-e0070,E01-e0069,Y,激しい不随意収縮または一連の随意筋の収縮のこと。発作のこと,2222/2223,"Convulsion, Clonic/Convulsion, Tonic",E0109,,,痙攣,けいれん,report,L2
layer3,E01-e0071,E01-e0069,Y,突然の強制的な肺からの空気の呼出,-,-,E0712,,,咳,せき,report,L2
layer2,E01-e0072,E01_PatientProblem,Y,,,,,,,患者訴え（愁訴）,かんじゃうったえ（しゅうそ）,not report,L1
layer3,E01-e0073,E01-e0072,Y,不快な感覚性・情動性の体験であり、それには組織損傷を伴うものと、そのような損傷があるように表現されるもの,-,-,E2330,,,痛み,いたみ,report,L2
layer3,E01-e0074,E01-e0072,Y,患者訴え（愁訴）による皮膚の痒み,1943,Itching,E1708,,痒感,痒み,ようかん,report,L2
layer3,E01-e0075,E01-e0072,Y,末梢神経および中枢神経の障害によっておこる一種の異常知覚,2415,Numbness,E0127,,,痺れ,しびれ,report,L2
layer2,E01-e0076,E01_PatientProblem,Y,,,,,,,その他の事象,そのたのじしょう,not report,L1
layer3,E01-e0077,E01-e0076,Y,呼吸器チューブのカフによって気管粘膜が圧迫され、狭くなること,-,-,E2337,,,気道狭窄,きどうきょうさく,report,L2
layer3,E01-e0078,E01-e0076,Y,気道が閉塞して十分な呼吸ができなくなること,1699,Airway Obstruction,E0702,,,気道閉塞,きどうへいそく,report,L2
layer3,E01-e0079,E01-e0076,Y,呼吸器チューブのカフによって気管粘膜が圧迫され、気道粘膜の血流量が低下すること,-,-,E0509,,,気道粘膜の虚血,きどうねんまくのきょけつ,report,L2
layer3,E01-e0080,E01-e0076,Y,気管・気管支、食道の穿孔や肺胞破裂により漏出した空気が縦隔内に貯留した状態,-,-,E0734,,,縦隔気腫,じゅうかくきしゅ,report,L2
layer3,E01-e0081,E01-e0076,Y,気管が狭くなることによって通る空気が口笛のように高音でなること,-,-,E0751,,,喘鳴,ぜいめい,report,L2
layer3,E01-e0082,E01-e0076,Y,チューブなどが留置されている周囲に肉芽組織が発生すること,-,-,E2317,,,肉芽形成,にくがけいせい,report,L2
layer3,E01-e0083,E01-e0076,Y,終末細気管支遠位の気腔が正常な状態以上に増大することを特徴とする肺の状態を指す。肺胞の拡張または肺胞壁の破壊により生じる,-,-,E071101,,,肺気腫,はいきしゅ,report,L2
layer3,E01-e0084,E01-e0076,Y,気管と食道間を走行している反回神経を傷つけ、切断してしまうこと,-,-,E0123,,,反回神経切断,はんかいしんけいせつだん,report,L2
layer3,E01-e0085,E01-e0076,Y,腫物や傷などが治癒した後に跡が残ること,2060,Scar Tissue,E1715,,,瘢痕形成,はんこんけいせい,report,L2
layer3,E01-e0086,E01-e0076,Y,皮下組織内に空気が貯留すること,-,-,E2402,,,皮下気腫,ひかきしゅ,report,L2
layer3,E01-e0087,E01-e0076,Y,あらゆる種類のヒトの外部組織または内部組織（皮膚、歯、粘膜、または身体組織などを含むが、これらに限定されない）の、外部の組織層のみに及ぶ浸食または破壊を指す。組織がインプラントデバイスを取り囲む場合、組織破壊が生じてインプラント材の移動および喪失に至り、更に感染や膿瘍などの合併症が生じる場合もある,-,-,E2006,,,びらん,びらん,report,L2
layer3,E01-e0088,E01-e0076,Y,過剰な量の体液が、細胞、組織、または体腔の内部およびその周辺に集積すること。薬効により作用することがある（薬剤溶出ステント）,1822,"Edema, macular",E2338,,腹水症,浮腫,ふくすいしょう,report,L2
layer1,E01_Component,E01,,,,,,,,,,,
layer2,E01-g0089,E01_Component,Y,,,,G04134,,,チューブ,ちゅーぶ,report,L1
layer2,E01-g0090,E01_Component,Y,,,,G04023,,,カテーテル,かてーてる,report,L1
layer2,E01-g0091,E01_Component,Y,,,,G04034,,,コネクタ,こねくた,report,L1
layer2,E01-g0092,E01_Component,Y,,,,G0413503,,,一方弁,いっぽうべん,report,L1
layer2,E01-g0093,E01_Component,Y,,,,G04010,,,バルーン,ばるーん,report,L1
layer2,E01-g0094,E01_Component,Y,,,,G04126,,,オブチュレータ,おぶちゅれーた,report,L1
layer2,E01-g0095,E01_Component,Y,,,,G04080,,,ラベル,らべる,report,L1
layer2,E01-g0096,E01_Component,Y,,,,G04094,,,滅菌包装,めっきんほうそう,report,L1
terminology,E02,,,,,,,,,,,,
layer1,E02_DeviceProblem,E02,,,,,,,,,,,
layer2,E02-a0001,E02_DeviceProblem,Y,,,,,,,位置,いち,not report,L1
layer3,E02-a0002,E02-a0001,Y,体内の目的部位へ適切に留置できないこと,1467,Difficult to Position,A150201,,設置困難,留置困難,せっちこんなん,report,L2
layer2,E02-a0003,E02_DeviceProblem,Y,,,,,,,移動,いどう,not report,L1
layer3,E02-a0004,E02-a0003,Y,留置位置が本来の部位から別の部位へ移動すること。装置の場合は、設置位置から移動してしまうこと,1395,Migration of Device or Device Component,A0104,,バックアウト,ずれ,ばっくあうと,report,L2
layer2,E02-a0005,E02_DeviceProblem,Y,,,,,,,異物,いぶつ,not report,L1
layer3,E02-a0006,E02-a0005,Y,異物が付着したり混入していること,-,-,A18,,,異物混入,いぶつこんにゅう,report,L2
layer2,E02-a0007,E02_DeviceProblem,Y,,,,,,,機能,きのう,not report,L1
layer3,E02-a0008,E02-a0007,Y,バルーン、ステントが膨らまない（展開しない）こと,-,-,A040604,,膨張不能,拡張不能,ぼうちょうふのう,report,L2
layer3,E02-a0009,E02-a0007,Y,内部より針、チューブ、ワイヤ等を突出させる際に、出過ぎること,2979,Material Protrusion,A1702,,突出異常,過剰突出,とっしゅついじょう,report,L2
layer3,E02-a0010,E02-a0007,Y,薬液、血液、体液などが本来流れる方向とは反対方向に流れること,1522,Reflux within Device,A140501,,逆血,逆流,ぎゃっけつ,report,L2
layer3,E02-a0011,E02-a0007,Y,製品の全体、一部について意図しない収縮が発生すること,2977,Material Distortion,A0406,,,収縮,しゅうしゅく,report,L2
layer3,E02-a0012,E02-a0007,Y,収縮を意図した操作に反応しない及び意図したタイミングに収縮しないこと,1149,Deflation Issue,A1401,,収縮不良,収縮不能,しゅうしゅくふりょう,report,L2
layer3,E02-a0013,E02-a0007,Y,医療機器または構成品の挿入が正常にできないこと。挿入が難しいことを含む,1316,Difficult to Insert,A150206,,スタック,挿入不能,すたっく,report,L2
layer3,E02-a0014,E02-a0007,Y,薬液・ガスなどが正常に注入されないこと,2340,Failure to Infuse,A140802,,,注入不能,ちゅうにゅうふのう,report,L2
layer3,E02-a0015,E02-a0007,Y,内部より針、チューブ、ワイヤ等を突出させる際に、十分な突出長が得られない,-,-,A1702,,,突出不能,とっしゅつふのう,report,L2
layer3,E02-a0016,E02-a0007,Y,留置した部位から取り去ることができないこと。また、注入した物質が抜けないこと,-,-,A150207,,抜去困難,抜去不能,ばっきょこんなん,report,L2
layer2,E02-a0017,E02_DeviceProblem,Y,,,,,,,気密,きみつ,not report,L1
layer3,E02-a0018,E02-a0017,Y,ライン内等に空気が混入すること,2944,Foreign Material Present in Device,A1415,,気泡混入,空気混入,きほうこんにゅう,report,L2
layer2,E02-a0019,E02_DeviceProblem,Y,,,,,,,形状,けいじょう,not report,L1
layer3,E02-a0020,E02-a0019,Y,捻れた状態,2981,Material Twisted,A040609,,,捻れ,ねじれ,report,L2
layer3,E02-a0021,E02-a0019,Y,製品、構成部品の全体または一部が、原寸より長くなった状態,-,-,A040611,,アンラベル,伸び,あんらべる,report,L2
layer3,E02-a0022,E02-a0019,Y,製品、構成部品の全体または一部がへこむこと,2526,Dent in Material,A040602,,陥没,凹み,かんぼつ,report,L2
layer3,E02-a0023,E02-a0019,Y,チューブなどの管状のものや棒状のものに曲げ負荷がかかって弓状に変形すること,2889,Buckled Material,A040601,,ひずみ,曲がり,ひずみ,report,L2
layer2,E02-a0024,E02_DeviceProblem,Y,,,,,,,固定,こてい,not report,L1
layer3,E02-a0025,E02-a0024,Y,動かないように留め置くことができないこと,1031,Failure to adhere or bond,A051201,,,固定不良,こていふりょう,report,L2
layer3,E02-a0026,E02-a0024,Y,接合、接続している部分が外れること,-,-,A12,,脱転,外れ,だってん,report,L2
layer3,E02-a0027,E02-a0024,Y,接続部分、固定などが緩むこと,2900,Connection Issue,A1205,,がたつき,緩み,がたつき,report,L2
layer2,E02-a0028,E02_DeviceProblem,Y,,,,,,,使用,しよう,not report,L1
layer3,E02-a0029,E02-a0028,Y,本来、注入しない物質を注入してしまうこと,2964,Improper Flow or Infusion,A23,,,誤注入,ごちゅうにゅう,report,L2
layer2,E02-a0030,E02_DeviceProblem,Y,,,,,,,損傷,そんしょう,not report,L1
layer3,E02-a0031,E02-a0030,Y,穴が開いた状態,1293,Hole in Material,A0410,,ピンホール,穴,ぴんほーる,report,L2
layer3,E02-a0032,E02-a0030,Y,管状のものや棒状のものに曲げ負荷がかかって壊れること,-,-,A0401,,キンク,折れ,きんく,report,L2
layer3,E02-a0033,E02-a0030,Y,擦過状に付いた痕,2915,Device or Device Component Damaged by another Device,A0415,,,キズ,きず,report,L2
layer3,E02-a0034,E02-a0030,Y,ひび状に一部が割れること,1135,Crack,A0404,,クラック,亀裂,くらっく,report,L2
layer3,E02-a0035,E02-a0030,Y,引っ張り力、剪断力など負荷によって耐えきれずに二つ以上に分かれてしまうこと,2454,Cut in Material,A0414,,離断,切断,りだん,report,L2
layer3,E02-a0036,E02-a0030,Y,層状に構成されているものの一部分が剥がれること。（コーティング材、ラベルなど）,1454,Peeled,A040506,,剥がれ,剥離,はがれ,report,L2
layer3,E02-a0037,E02-a0030,Y,気体、液体などの圧力により膨張するなどして物体が割れること,2537,Split,A0414,,バースト,破裂,ばーすと,report,L2
layer2,E02-a0038,E02_DeviceProblem,Y,,,,,,,抜け,ぬけ,not report,L1
layer3,E02-a0039,E02-a0038,Y,患者に挿入した医療機器が意図せずに抜けること。患者自身が抜去してしまう場合は、自己抜去,1395,Migration of Device or Device Component,A0104,,抜去,事故抜去,ばっきょ,report,L2
